Location of Private Lateral,Zipcode,"Date of WW
Release",lat,long
5220 RIDGEVAN DR HOUSTON TX 77053,77053,2021-10-15,29.5920538,-95.4609911
3226 BERAN DR HOUSTON TX 77045,77045,2021-10-16,29.6313631,-95.4251915
7606 SATSUMA ST HOUSTON TX 77023,77023,2021-10-16,29.7202448,-95.2916963
7902 HOMESTEAD RD HOUSTON TX 77028,77028,2021-10-16,29.8342824,-95.3015915
6406 RIDGEWAY DR HOUSTON TX 77087,77087,2021-10-18,29.6681141,-95.3154989
5211 PENSDALE ST HOUSTON TX 77033,77033,2021-10-18,29.6675552,-95.3461981999999
3512 DENNIS ST HOUSTON TX 77004,77004,2021-10-18,29.731582,-95.3484204999999
3811 S BRAESWOOD BLVD HOUSTON TX 77025,77025,2021-10-19,29.6893903999999,-95.4376628999999
2312 CROCKER ST HOUSTON TX 77006,77006,2021-10-19,29.7485369,-95.3899265
2017 COMMON ST HOUSTON TX 77009,77009,2021-10-19,29.7799213,-95.357912
10322 BLADES ST HOUSTON TX 77016,77016,2021-10-19,29.8632832,-95.2949573
1035 GLOBE ST HOUSTON TX 77034,77034,2021-10-19,29.6503874,-95.2388201
19702 DUNBAR AVE HOUSTON TX 77338,77338,2021-10-19,30.0045132,-95.2948756
7128 FIR ST HOUSTON TX 77087,77087,2021-10-19,29.712985,-95.2913172999999
5002 CHENNAULT RD HOUSTON TX 77033,77033,2021-10-20,29.6817979,-95.3445065
9920 STELLA LINK RD HOUSTON TX 77025,77025,2021-10-20,29.6738504,-95.4402123
10943 BRADFORD WAY DR HOUSTON TX 77075,77075,2021-10-20,29.6064166,-95.2539839
6215 TIERWESTER ST HOUSTON TX 77021,77021,2021-10-20,29.7039677,-95.3637371
4806 MALLOW ST HOUSTON TX 77033,77033,2021-10-20,29.6595163,-95.3523079
5006 IDAHO ST HOUSTON TX 77021,77021,2021-10-20,29.6862943,-95.3461037
7610 AVENUE J HOUSTON TX 77012,77012,2021-10-21,29.7377015,-95.2871909999999
3900 MILAM ST HOUSTON TX 77006,77006,2021-10-21,29.7374411,-95.3837806
7103 PITTSWOOD LN HOUSTON TX 77016,77016,2021-10-21,29.8785444,-95.2837419
4934 SOUTHWIND ST HOUSTON TX 77033,77033,2021-10-21,29.6774226,-95.3489941
715 ROUSE ST HOUSTON TX 77020,77020,2021-10-21,29.7759575,-95.3050844999999
5250 PERRY ST HOUSTON TX 77021,77021,2021-10-21,29.6915828,-95.3368081
11528 BELLAIRE BLVD HOUSTON TX 77072,77072,2021-10-22,29.7047569,-95.5819947999999
5414 EASTLAND ST HOUSTON TX 77028,77028,2021-10-22,29.8104855,-95.2807804999999
8025 LENORE ST HOUSTON TX 77017,77017,2021-10-22,29.6760166,-95.2645206999999
619 KENWOOD LN HOUSTON TX 77013,77013,2021-10-22,29.7827153,-95.2246827
411 WOOLWORTH ST HOUSTON TX 77020,77020,2021-10-22,29.7815147,-95.3082211
1302 BLAND ST HOUSTON TX 77091,77091,2021-10-23,29.8608175,-95.4326224
2709 REED RD HOUSTON TX 77051,77051,2021-10-23,29.6582602,-95.3853461
5634 IRISH HILL DR HOUSTON TX 77053,77053,2021-10-23,29.5979916,-95.4707147
2201 PRESTON ST HOUSTON TX 77003,77003,2021-10-23,29.7552992,-95.3505047
7510 MILLIKEN ST HOUSTON TX 77016,77016,2021-10-23,29.8279696,-95.3266249999999
4814 ALMEDA RD HOUSTON TX 77004,77004,2021-10-23,29.7265687,-95.3776975999999
4919 GLENRIDGE LN HOUSTON TX 77053,77053,2021-10-23,29.6021373,-95.4537383
7710 CLAIBORNE ST HOUSTON TX 77016,77016,2021-10-24,29.8539047,-95.2888845999999
310 E 25TH ST HOUSTON TX 77008,77008,2021-10-24,29.8086797,-95.3955249999999
9759 RAMBLING TRL HOUSTON TX 77089,77089,2021-10-24,29.6075899,-95.2377818
3422 STONEWALL ST HOUSTON TX 77020,77020,2021-10-25,29.7731003,-95.334766
631 MARLEEN ST HOUSTON TX 77034,77034,2021-10-25,29.6523314,-95.2275035999999
7102 AVENUE O HOUSTON TX 77011,77011,2021-10-25,29.7442445,-95.2960597
7815 EASTON ST HOUSTON TX 77017,77017,2021-10-25,29.6942307,-95.2841789
4626 HUMMINGBIRD ST HOUSTON TX 77035,77035,2021-10-25,29.6596254999999,-95.4557184
3034 NITA ST HOUSTON TX 77051,77051,2021-10-25,29.645959,-95.3784817
4807 FALVEY ST HOUSTON TX 77017,77017,2021-10-26,29.7000701,-95.2414795999999
1914 FERNSPRAY LN HOUSTON TX 77084,77084,2021-10-26,29.795961,-95.6868253999999
3215 EASTEX FWY HOUSTON TX 77026,77026,2021-10-26,29.7923282,-95.3405681
6717 NORDLING RD HOUSTON TX 77076,77076,2021-10-26,29.8603624,-95.3914575
4721 CARLEEN RD HOUSTON TX 77092,77092,2021-10-26,29.8375228,-95.4613584
6630 WINTON ST HOUSTON TX 77021,77021,2021-10-26,29.6996476,-95.3664587
10935 IVYRIDGE RD HOUSTON TX 77043,77043,2021-10-26,29.7962272999999,-95.5718605
5727 KIAM ST HOUSTON TX 77007,77007,2021-10-26,29.7809584,-95.4253961
2703 KNOTTY OAKS TRL HOUSTON TX 77045,77045,2021-10-27,29.631394,-95.4150229999999
12703 CORNING DR HOUSTON TX 77089,77089,2021-10-27,29.5919406,-95.1992480999999
7900 WESTHEIMER RD HOUSTON TX 77063,77063,2021-10-27,29.7411642,-95.5062554
2838 MONTICELLO DR HOUSTON TX 77045,77045,2021-10-27,29.6369029,-95.4166391999999
9005 BURL ST HOUSTON TX 77028,77028,2021-10-28,29.8429972,-95.2690355
918 LINDALE ST HOUSTON TX 77022,77022,2021-10-28,29.8178569,-95.3587593
8747 COWART ST HOUSTON TX 77029,77029,2021-10-28,29.7650839,-95.267851
4122 GROTON DR HOUSTON TX 77047,77047,2021-10-28,29.6396648,-95.3621658
1114 PAUL QUINN ST HOUSTON TX 77091,77091,2021-10-29,29.8487253,-95.4300820999999
3714 DAWSON LN HOUSTON TX 77051,77051,2021-10-29,29.6535513,-95.3691843
7551 DELAVAN DR HOUSTON TX 77028,77028,2021-10-29,29.8334298,-95.2914309999999
7229 PARKER RD HOUSTON TX 77016,77016,2021-10-29,29.8581499,-95.2979482
12027 RHINEBECK DR HOUSTON TX 77089,77089,2021-10-29,29.5860375999999,-95.2001117
7109 PARKER RD HOUSTON TX 77016,77016,2021-10-29,29.8576372,-95.3032468
4302 ACRES DR HOUSTON TX 77047,77047,2021-10-29,29.6419305,-95.3594542
1612 BROADWAY ST HOUSTON TX 77012,77012,2021-10-29,29.7116253,-95.2785251999999
3805 STONEWALL ST HOUSTON TX 77020,77020,2021-10-30,29.7735677,-95.3317886
8111 ROCKFORD DR HOUSTON TX 77033,77033,2021-10-30,29.6655949,-95.3424747
5206 DUMORE DR HOUSTON TX 77048,77048,2021-10-30,29.6380527,-95.3447516
12626 BARBIZON DR HOUSTON TX 77089,77089,2021-10-30,29.5846937,-95.1927748
405 WOOLWORTH ST HOUSTON TX 77020,77020,2021-10-30,29.7817017,-95.3082161999999
11402 SAGEHOLLOW LN HOUSTON TX 77089,77089,2021-10-31,29.5975653,-95.2154502
5807 SOUTHURST ST HOUSTON TX 77033,77033,2021-10-31,29.6846019,-95.3332102999999
12302 SANDY HOOK DR HOUSTON TX 77089,77089,2021-10-31,29.5875681,-95.2026345
4311 TRAIL LAKE DR HOUSTON TX 77045,77045,2021-11-01,29.6319299,-95.4431319999999
9000 SOUTHWEST FWY HOUSTON TX 77074,77074,2021-11-01,29.6863823,-95.5331396999999
9429 E AVENUE L HOUSTON TX 77012,77012,2021-11-01,29.7180154,-95.258516
14102 BLUEBIRD LN HOUSTON TX 77079,77079,2021-11-01,29.768133,-95.5903786
3231 BERRY ST HOUSTON TX 77004,77004,2021-11-01,29.7275257,-95.3590821
1340 GESSNER RD HOUSTON TX 77055,77055,2021-11-01,29.7939653,-95.5443169
4246 CHILDRESS ST HOUSTON TX 77005,77005,2021-11-01,29.7267759999999,-95.4467210999999
9555 CROFTON ST HOUSTON TX 77016,77016,2021-11-02,29.8504768,-95.3001634
2219 LEFFINGWELL ST HOUSTON TX 77026,77026,2021-11-02,29.7825955,-95.3295809
14520 MEMORIAL DR 1 HOUSTON TX 77079,77079,2021-11-02,29.7714731,-95.60332
5206 DUMORE DR HOUSTON TX 77048,77048,2021-11-02,29.6380527,-95.3447516
4000 34TH ST HOUSTON TX 77092,77092,2021-11-02,29.817805,-95.449812
9310 LONG POINT RD HOUSTON TX 77055,77055,2021-11-02,29.7997856,-95.5213381
126 HAVERSHAM DR HOUSTON TX 77024,77024,2021-11-02,29.7556808,-95.5437027999999
12314 RIVER TRAIL DR HOUSTON TX 77050,77050,2021-11-02,29.9021136,-95.2919766999999
6044 DOULTON DR HOUSTON TX 77033,77033,2021-11-02,29.6718996,-95.3262161
5019 ARVILLA LN HOUSTON TX 77021,77021,2021-11-02,29.7066429,-95.3371102
6131 BEEKMAN RD HOUSTON TX 77021,77021,2021-11-02,29.691075,-95.3344204
10813 BRIAR FOREST DR HOUSTON TX 77042,77042,2021-11-02,29.7471652,-95.5663015
8418 S MEADOW BIRD CIR HOUSTON TX 77489,77489,2021-11-02,29.5729111,-95.516159
8435 TIDWELL RD HOUSTON TX 77028,77028,2021-11-03,29.8502245,-95.2703619
11726 MOSSCREST DR HOUSTON TX 77048,77048,2021-11-03,29.6330849,-95.3515358
6800 BLEKER ST HOUSTON TX 77016,77016,2021-11-03,29.821218,-95.3340585
7327 KOPMAN DR HOUSTON TX 77061,77061,2021-11-03,29.6505868,-95.3046135
419 HAHLO ST HOUSTON TX 77020,77020,2021-11-03,29.7809727,-95.3092497999999
5530 WOODWAY DR HOUSTON TX 77056,77056,2021-11-03,29.7641543,-95.474361
1206 ELBERTA ST HOUSTON TX 77051,77051,2021-11-03,29.6745025,-95.3634202
5213 DIEPPE ST HOUSTON TX 77033,77033,2021-11-03,29.6810087,-95.3406885
3718 DAWSON LN HOUSTON TX 77051,77051,2021-11-03,29.6536982,-95.3688777
7538 BRUSH WOOD DR HOUSTON TX 77088,77088,2021-11-03,29.8725497,-95.4714530999999
2214 ECLIPSE ST HOUSTON TX 77018,77018,2021-11-03,29.8386859,-95.4511835
8618 VALLEY GOLD CT HOUSTON TX 77078,77078,2021-11-04,29.8500675,-95.2362725
12705 BEXLEY DR HOUSTON TX 77099,77099,2021-11-04,29.682305,-95.605187
1618 MABLE ST HOUSTON TX 77023,77023,2021-11-04,29.7311767,-95.3284597
4838 RIDGESTONE LN HOUSTON TX 77053,77053,2021-11-04,29.5901686,-95.4556339
10935 IVYRIDGE RD HOUSTON TX 77043,77043,2021-11-04,29.7962272999999,-95.5718605
2305 BREWSTER ST HOUSTON TX 77026,77026,2021-11-04,29.7830469,-95.3377371999999
9507 BAYOU BROOK ST HOUSTON TX 77063,77063,2021-11-04,29.7480963,-95.5342707
6506 GLEN ROCK DR HOUSTON TX 77087,77087,2021-11-04,29.6695551,-95.3134596
5527 VAL VERDE ST HOUSTON TX 77056,77056,2021-11-04,29.736356,-95.4752684
1511 PLEASANTVILLE DR HOUSTON TX 77029,77029,2021-11-05,29.7641353,-95.2757292
7363 DIXIE DR HOUSTON TX 77087,77087,2021-11-05,29.6817809,-95.2953656
5102 CAVALCADE ST HOUSTON TX 77026,77026,2021-11-05,29.8001273999999,-95.3196244
112 PINEVIEW DR HOUSTON TX 77012,77012,2021-11-05,29.7314355999999,-95.2916484
4200 LEELAND ST HOUSTON TX 77023,77023,2021-11-05,29.736795,-95.3384408
112 PINEVIEW DR HOUSTON TX 77012,77012,2021-11-06,29.7314355999999,-95.2916484
275 GOODSON DR HOUSTON TX 77060,77060,2021-11-06,29.9261969,-95.3980976
2614 IVY ST HOUSTON TX 77026,77026,2021-11-07,29.80648,-95.3445950999999
4404 BELLFORT ST HOUSTON TX 77051,77051,2021-11-07,29.6692404,-95.3615909999999
14119 WOODNOOK DR HOUSTON TX 77077,77077,2021-11-08,29.7646798,-95.6355676
4811 MALLOW ST HOUSTON TX 77033,77033,2021-11-08,29.6600063,-95.3521897999999
6629 DEL RIO ST HOUSTON TX 77021,77021,2021-11-08,29.7001721,-95.3701294999999
4102 OMEARA DR HOUSTON TX 77025,77025,2021-11-08,29.6723324,-95.4444211
10121 TENEHA DR HOUSTON TX 77033,77033,2021-11-08,29.6503775,-95.3424632
4529 TERRACE MANOR DR HOUSTON TX 77041,77041,2021-11-08,29.8365604999999,-95.5501396
5909 SOUTHLEA ST HOUSTON TX 77033,77033,2021-11-08,29.6859838,-95.3302456999999
4102 MANGUM RD HOUSTON TX 77092,77092,2021-11-08,29.8279639,-95.4614402999999
754 ENTERPRISE ST HOUSTON TX 77088,77088,2021-11-08,29.8745892,-95.4153298999999
4915 KELSO ST HOUSTON TX 77021,77021,2021-11-08,29.6913846,-95.3451985999999
10423 HOLLYGLEN DR HOUSTON TX 77016,77016,2021-11-08,29.8634372,-95.3034914999999
2358 BISSONNET ST HOUSTON TX 77005,77005,2021-11-09,29.7257873,-95.4149513999999
1123 MAXINE ST HOUSTON TX 77029,77029,2021-11-09,29.7429494,-95.2685458
13526 WINDHAVEN ST HOUSTON TX 77049,77049,2021-11-09,29.822277,-95.206446
5009 AIRPORT BLVD HOUSTON TX 77048,77048,2021-11-09,29.646976,-95.3507183999999
623 E 37TH ST HOUSTON TX 77022,77022,2021-11-09,29.8199868,-95.3915624999999
105 E COWAN DR HOUSTON TX 77007,77007,2021-11-09,29.7639222,-95.4259295999999
1206 ELBERTA ST HOUSTON TX 77051,77051,2021-11-09,29.6745025,-95.3634202
3315 OVERCROSS DR HOUSTON TX 77045,77045,2021-11-10,29.6385953,-95.4260508999999
4313 STONEWALL ST HOUSTON TX 77020,77020,2021-11-10,29.7736589,-95.3268554
305 ALTIC ST HOUSTON TX 77011,77011,2021-11-10,29.7416638,-95.3201004
11722 ROANDALE DR HOUSTON TX 77048,77048,2021-11-10,29.6330487,-95.352435
13430 BOISE ST HOUSTON TX 77015,77015,2021-11-10,29.7728575,-95.184983
6710 RADCLIFFE ST HOUSTON TX 77091,77091,2021-11-11,29.8610783,-95.4218436
8615 MANCHESTER ST HOUSTON TX 77012,77012,2021-11-11,29.7187139,-95.2698925999999
211 MELBOURNE ST HOUSTON TX 77022,77022,2021-11-11,29.8164863,-95.3690726999999
3017 SUNBEAM ST HOUSTON TX 77051,77051,2021-11-12,29.6502248,-95.3793384
10915 JUTLAND RD HOUSTON TX 77048,77048,2021-11-12,29.6401835,-95.3480663
409 N STILES ST HOUSTON TX 77011,77011,2021-11-12,29.7501792,-95.323413
232 E CROSSTIMBERS ST HOUSTON TX 77022,77022,2021-11-12,29.8280193,-95.3725065
2301 S VOSS RD HOUSTON TX 77057,77057,2021-11-12,29.7429825,-95.5004775
1511 PLEASANTVILLE DR HOUSTON TX 77029,77029,2021-11-12,29.7641353,-95.2757292
12011 KIRKHOLM DR HOUSTON TX 77089,77089,2021-11-12,29.6037212,-95.2190214
3350 ROSEDALE ST HOUSTON TX 77004,77004,2021-11-12,29.7168057,-95.3625721
1418 ROY ST HOUSTON TX 77007,77007,2021-11-13,29.7739174,-95.4122623
12723 CROW VALLEY LN HOUSTON TX 77099,77099,2021-11-13,29.6667746,-95.6114468999999
6226 VALERIE ST HOUSTON TX 77081,77081,2021-11-13,29.6938692,-95.4921012
6131 OAK BAY DR HOUSTON TX 77091,77091,2021-11-13,29.8568815999999,-95.468402
10696 HAZELHURST DR HOUSTON TX 77043,77043,2021-11-14,29.7972935,-95.560469
2810 BERRY RD HOUSTON TX 77093,77093,2021-11-14,29.8377997,-95.3419115
8914 WALLINGTON DR HOUSTON TX 77096,77096,2021-11-14,29.6809341,-95.4810242
12421 JANEY ST HOUSTON TX 77015,77015,2021-11-14,29.7604191,-95.2168971999999
14014 AMBLE LN HOUSTON TX 77085,77085,2021-11-14,29.6221645,-95.4701927999999
728 E CROSSTIMBERS ST HOUSTON TX 77022,77022,2021-11-15,29.8286022,-95.3620201999999
3510 CHARLESTON ST HOUSTON TX 77021,77021,2021-11-15,29.7056847,-95.3653519
5130 RIDGEVAN DR HOUSTON TX 77053,77053,2021-11-15,29.5921085,-95.460081
233 N EVERTON ST HOUSTON TX 77003,77003,2021-11-15,29.7529926,-95.3344924
7219 VALMONT DR HOUSTON TX 77016,77016,2021-11-15,29.8784254,-95.2816443999999
7327 KOPMAN DR HOUSTON TX 77061,77061,2021-11-15,29.6505868,-95.3046135
601 W DONOVAN ST HOUSTON TX 77091,77091,2021-11-15,29.8432467,-95.4075768
5238 COSBY ST HOUSTON TX 77021,77021,2021-11-15,29.6910034,-95.3374343999999
2501 SADLER ST HOUSTON TX 77093,77093,2021-11-16,29.835051,-95.3474693
9415 SPRINGVIEW LN HOUSTON TX 77080,77080,2021-11-16,29.8293155,-95.5244534
9446 LONG POINT RD HOUSTON TX 77055,77055,2021-11-16,29.7985498,-95.5250273
2804 NETTLETON ST HOUSTON TX 77004,77004,2021-11-16,29.7329107,-95.3549884999999
3239 TIDEWATER DR HOUSTON TX 77045,77045,2021-11-16,29.6340029,-95.4257645
3201 HOUSTON AVE HOUSTON TX 77009,77009,2021-11-16,29.7870186,-95.3724542
4915 CANAL ST HOUSTON TX 77011,77011,2021-11-16,29.747274,-95.3237599
12103 SWAN RIVER DR HOUSTON TX 77050,77050,2021-11-16,29.8995196,-95.2995335
116 N JENKINS ST HOUSTON TX 77003,77003,2021-11-16,29.7496797,-95.3304094
6002 KENILWOOD DR HOUSTON TX 77033,77033,2021-11-16,29.669858,-95.3284863
9102 ELIZABETH DR HOUSTON TX 77055,77055,2021-11-16,29.791041,-95.514352
2617 NAPOLEON ST HOUSTON TX 77004,77004,2021-11-16,29.7321455,-95.3493563999999
441 ZOE ST HOUSTON TX 77020,77020,2021-11-17,29.7803317,-95.3028858999999
"6826 WHITBOURNE MEADOW LN HOUSTON TX
77040",77040,2021-11-17,29.8670681,-95.4933779
419 HAHLO ST HOUSTON TX 77020,77020,2021-11-17,29.7809727,-95.3092497999999
12806 S COAST HOUSTON TX 77047,77047,2021-11-17,29.6237841,-95.3651136
2614 IVY ST HOUSTON TX 77026,77026,2021-11-17,29.80648,-95.3445950999999
5303 GREYLOG DR HOUSTON TX 77048,77048,2021-11-17,29.6402762,-95.342389
7830 LINDA VISTA RD HOUSTON TX 77028,77028,2021-11-17,29.8385997,-95.2854852999999
6535 HOGUE ST HOUSTON TX 77087,77087,2021-11-17,29.6686768,-95.3123435999999
6105 NUNN ST HOUSTON TX 77087,77087,2021-11-17,29.6769837,-95.3112409
12714 COULSON ST HOUSTON TX 77015,77015,2021-11-18,29.7625394,-95.2078492999999
7020 GOFORTH ST HOUSTON TX 77021,77021,2021-11-18,29.6874681,-95.3572172
4401 BUCK ST HOUSTON TX 77020,77020,2021-11-18,29.770107,-95.3262244
1404 DUFF LN HOUSTON TX 77022,77022,2021-11-18,29.8385914,-95.3580143
7637 AVENUE J HOUSTON TX 77012,77012,2021-11-18,29.7377482,-95.2861305
2704 MID LN HOUSTON TX 77027,77027,2021-11-18,29.7404085,-95.4506490999999
405 WOOLWORTH ST HOUSTON TX 77020,77020,2021-11-18,29.7817017,-95.3082161999999
4424 BUCK ST HOUSTON TX 77020,77020,2021-11-18,29.7698136,-95.3254245999999
1315 BLALOCK RD HOUSTON TX 77055,77055,2021-11-18,29.7927951,-95.5224858
10622 CLEAR COVE LN HOUSTON TX 77041,77041,2021-11-18,29.8347044,-95.5545295
11608 HEMPSTEAD RD HOUSTON TX 77092,77092,2021-11-18,29.8174617,-95.4809538
4333 COYLE ST HOUSTON TX 77023,77023,2021-11-19,29.7343504,-95.3374077
12803 FIGARO DR HOUSTON TX 77024,77024,2021-11-19,29.7683826,-95.5610516
9914 BASSOON DR HOUSTON TX 77025,77025,2021-11-19,29.6748639,-95.4463117
715 CHEAM CIR HOUSTON TX 77015,77015,2021-11-20,29.7846406,-95.1987261
11211 SPOTTSWOOD DR HOUSTON TX 77016,77016,2021-11-20,29.8813036,-95.2906294
2908 WENTWORTH ST HOUSTON TX 77004,77004,2021-11-20,29.7216121,-95.3685211999999
5107 LANTANA ST HOUSTON TX 77017,77017,2021-11-20,29.6790986,-95.2563735999999
13426 INDIANAPOLIS ST HOUSTON TX 77015,77015,2021-11-21,29.7842138,-95.1853357
1505 COPELAND ST HOUSTON TX 77020,77020,2021-11-21,29.7755027,-95.3274994
7730 AVENUE B HOUSTON TX 77012,77012,2021-11-21,29.7316564,-95.2866586999999
8813 PRAIRIE VIEW DR HOUSTON TX 77088,77088,2021-11-22,29.8815741,-95.4285063999999
11107 BURNINGBUSH LN HOUSTON TX 77016,77016,2021-11-22,29.8779021,-95.2843141
8751 COWART ST HOUSTON TX 77029,77029,2021-11-22,29.7650438,-95.2676884
3203 EBBTIDE DR HOUSTON TX 77045,77045,2021-11-22,29.6316761,-95.4243319
3914 ROBERTSON ST HOUSTON TX 77009,77009,2021-11-22,29.796236,-95.3568902
7917 TATE ST HOUSTON TX 77028,77028,2021-11-22,29.8104128,-95.2836382999999
2831 MEIKO DR HOUSTON TX 77045,77045,2021-11-22,29.6286691999999,-95.4181941
2823 MONTICELLO DR HOUSTON TX 77045,77045,2021-11-22,29.636204,-95.4160663999999
1143 YALE ST HOUSTON TX 77008,77008,2021-11-23,29.7920806,-95.3993637
3914 ROBERTSON ST HOUSTON TX 77009,77009,2021-11-23,29.796236,-95.3568902
3222 KING HOUSTON TX 77026,77026,2021-11-23,29.8177356,-95.3389043999999
4013 HAGE ST HOUSTON TX 77093,77093,2021-11-23,29.8534909,-95.3266915999999
4819 KNOTTY OAKS TRL HOUSTON TX 77045,77045,2021-11-23,29.6325106,-95.4525435
5309 DORA ST HOUSTON TX 77005,77005,2021-11-23,29.7253344,-95.395898
4424 BUCK ST HOUSTON TX 77020,77020,2021-11-23,29.7698136,-95.3254245999999
11035 SAGEPARK LN HOUSTON TX 77089,77089,2021-11-23,29.5919752999999,-95.2249712999999
2702 MONTICELLO DR HOUSTON TX 77045,77045,2021-11-23,29.6357382,-95.4133238
1010 BANKS ST HOUSTON TX 77006,77006,2021-11-24,29.7303341,-95.3916443
10830 BELLAIRE BLVD HOUSTON TX 77072,77072,2021-11-24,29.704301,-95.5703015
6118 CAVANAUGH ST HOUSTON TX 77021,77021,2021-11-24,29.6919435999999,-95.3358389999999
7502 LEY RD HOUSTON TX 77028,77028,2021-11-24,29.8311121,-95.2934873999999
9819 DEANWOOD ST HOUSTON TX 77040,77040,2021-11-24,29.8832908,-95.5014403999999
7621 FAWNRIDGE DR HOUSTON TX 77028,77028,2021-11-24,29.8427766999999,-95.2903844
5323 ORIOLE ST HOUSTON TX 77017,77017,2021-11-24,29.6877824,-95.2434076999999
1811 CALUMET ST HOUSTON TX 77004,77004,2021-11-24,29.7224311,-95.3814025
14862 ESTRELLITA DR HOUSTON TX 77060,77060,2021-11-24,29.9183797,-95.3932617
1624 SUL ROSS ST HOUSTON TX 77006,77006,2021-11-25,29.7380376,-95.4003757
12714 COULSON ST HOUSTON TX 77015,77015,2021-11-25,29.7625394,-95.2078492999999
612 ARLINGTON ST HOUSTON TX 77007,77007,2021-11-25,29.7819788,-95.3937711
1501 SCHARPE ST HOUSTON TX 77023,77023,2021-11-25,29.7258684999999,-95.3298494
6522 BELMARK ST HOUSTON TX 77087,77087,2021-11-25,29.6645693,-95.3127214
4117 VAUGHN ST HOUSTON TX 77016,77016,2021-11-26,29.8264026,-95.329685
1811 CALUMET ST HOUSTON TX 77004,77004,2021-11-26,29.7224311,-95.3814025
8001 MONROE RD HOUSTON TX 77061,77061,2021-11-26,29.6532531,-95.2645187
7414 WILEY RD HOUSTON TX 77016,77016,2021-11-26,29.8609901,-95.2936915
9310 LONG POINT RD HOUSTON TX 77055,77055,2021-11-26,29.7997856,-95.5213381
7906 SARITA ST HOUSTON TX 77012,77012,2021-11-26,29.7026296,-95.2803519
2723 YALE ST HOUSTON TX 77008,77008,2021-11-27,29.8117462,-95.399732
"12602 ASHFORD MEADOW DR HOUSTON TX
77082",77082,2021-11-27,29.7338696,-95.6071535999999
10910 SAGEVALE LN HOUSTON TX 77089,77089,2021-11-27,29.5916019,-95.2297875
750 ENTERPRISE ST HOUSTON TX 77088,77088,2021-11-27,29.8745959,-95.4151662
2137 BRANARD ST HOUSTON TX 77098,77098,2021-11-27,29.7366082,-95.4125885999999
818 FAIRBANKS ST HOUSTON TX 77009,77009,2021-11-28,29.8099771,-95.3593836
12818 PEGGYS LN HOUSTON TX 77015,77015,2021-11-28,29.759825,-95.1998596
12662 COULSON ST HOUSTON TX 77015,77015,2021-11-28,29.7624973,-95.2100119
11121 VILLAGE BEND LN HOUSTON TX 77072,77072,2021-11-29,29.6914632,-95.5738042999999
1720 MILES ST HOUSTON TX 77015,77015,2021-11-29,29.76003,-95.1968229
3301 TANGERINE ST HOUSTON TX 77051,77051,2021-11-29,29.6570999,-95.3761045999999
226 E CROSSTIMBERS ST HOUSTON TX 77022,77022,2021-11-29,29.8280994,-95.3729075
7413 LAURA KOPPE RD HOUSTON TX 77028,77028,2021-11-29,29.8405793,-95.2957309999999
9700 MESA DR HOUSTON TX 77078,77078,2021-11-29,29.8547298,-95.2611764999999
8110 BOTANY LN HOUSTON TX 77075,77075,2021-11-29,29.6306363,-95.275207
1061 W 16TH ST HOUSTON TX 77008,77008,2021-11-29,29.7998586,-95.4176148999999
643 SULPHUR ST HOUSTON TX 77034,77034,2021-11-29,29.6479997,-95.2287272
805 ROUNDTREE ST HOUSTON TX 77015,77015,2021-11-29,29.7757788,-95.2151476999999
10542 BARADA ST HOUSTON TX 77034,77034,2021-11-29,29.6353820999999,-95.2257092
1414 LASKEY ST HOUSTON TX 77034,77034,2021-11-30,29.6506859,-95.245206
5806 THRUSH DR HOUSTON TX 77033,77033,2021-11-30,29.6599436,-95.3321819999999
3307 BROADWAY ST HOUSTON TX 77017,77017,2021-11-30,29.6931061,-95.2772801999999
1403 BRITTMOORE RD HOUSTON TX 77043,77043,2021-12-01,29.7962963,-95.5702195
2033 SOUTH BLVD HOUSTON TX 77098,77098,2021-12-01,29.7262679,-95.4086713999999
8747 COWART ST HOUSTON TX 77029,77029,2021-12-01,29.7650839,-95.267851
2910 LAZY LANE BLVD HOUSTON TX 77019,77019,2021-12-02,29.7564804,-95.4169052
9819 DEANWOOD ST HOUSTON TX 77040,77040,2021-12-02,29.8832908,-95.5014403999999
10538 BARADA ST HOUSTON TX 77034,77034,2021-12-02,29.6353859,-95.2259125
7950 MILEY ST HOUSTON TX 77028,77028,2021-12-02,29.816985,-95.2831732
502 COOL MIST DR HOUSTON TX 77013,77013,2021-12-02,29.7869167,-95.2232216
5002 INGOMAR WAY HOUSTON TX 77053,77053,2021-12-02,29.6009923,-95.4546495
5414 CHAPMAN ST HOUSTON TX 77009,77009,2021-12-02,29.809053,-95.3542945
5324 MANDELL ST HOUSTON TX 77005,77005,2021-12-02,29.7239188,-95.3999193
5747 HERON DR HOUSTON TX 77033,77033,2021-12-02,29.6595686,-95.3340037
110 DE HAVEN ST HOUSTON TX 77029,77029,2021-12-02,29.7375091,-95.2615671
1620 S LOOP FWY W HOUSTON TX 77054,77054,2021-12-02,29.7085112,-95.2709665
8000 MESA DR HOUSTON TX 77028,77028,2021-12-03,29.8359977,-95.2618804
2201 SAM WILSON ST HOUSTON TX 77020,77020,2021-12-03,29.7813551,-95.3144796
9102 ELIZABETH DR HOUSTON TX 77055,77055,2021-12-03,29.791041,-95.514352
